date,iso_code,location,new_cases,new_cases_smoothed,reproduction_rate,icu_patients,hosp_patients,new_deaths
2020-05-22,IND,India,1077,1053.47,0.933,38.4,157.6,3
2020-05-23,IND,India,1143,1070.51,1.22,44.4,203.0,3
2020-05-24,IND,India,1130,1087.98,0.985,43.1,206.8,6
2020-05-25,IND,India,1120,1094.08,1.154,36.8,271.8,7
2020-05-26,IND,India,1088,1102.82,1.157,45.1,185.4,6
2020-05-27,IND,India,1096,1103.31,1.127,54.3,99.8,6
2020-05-28,IND,India,1146,1114.68,1.067,32.6,153.8,8
2020-05-29,IND,India,1134,1122.86,1.057,70.0,172.1,9
2020-05-30,IND,India,1134,1121.65,,46.3,135.9,1
2020-05-31,IND,India,1127,1121.23,0.909,69.6,215.2,3
2020-06-01,IND,India,1134,1123.3,1.1,55.3,211.3,3
2020-06-02,IND,India,1142,1131.04,1.254,24.8,207.2,5
2020-06-03,IND,India,1181,1143.23,1.086,10.9,128.2,4
2020-06-04,IND,India,1156,1144.66,,71.3,210.4,5
2020-06-05,IND,India,1163,1148.72,1.012,31.8,303.1,5
2020-06-06,IND,India,1169,1153.72,1.136,48.1,223.6,4
2020-06-07,IND,India,1181,1161.37,1.042,37.9,285.8,8
2020-06-08,IND,India,1182,1168.21,1.208,76.8,208.7,9
2020-06-09,IND,India,1189,1174.9,1.24,48.5,149.0,4
2020-06-10,IND,India,1234,1182.5,1.265,22.4,268.8,11
2020-06-11,IND,India,1204,1189.33,0.987,44.7,87.4,11
2020-06-12,IND,India,1206,1195.55,1.207,72.5,155.3,6
2020-06-13,IND,India,1212,1201.62,1.202,32.6,188.7,9
2020-06-14,IND,India,1217,1206.86,1.099,18.8,252.2,5
2020-06-15,IND,India,1302,1223.94,1.262,64.6,302.0,6
2020-06-16,IND,India,1267,1235.1,1.187,30.4,267.7,10
2020-06-17,IND,India,1233,1234.87,1.286,16.0,259.7,5
2020-06-18,IND,India,1237,1239.69,,31.1,269.2,11
2020-06-19,IND,India,1254,1246.57,1.083,54.4,280.3,7
2020-06-20,IND,India,1268,1254.64,1.166,57.7,109.0,8
2020-06-21,IND,India,1251,1259.43,1.277,56.9,376.4,10
2020-06-22,IND,India,1255,1252.73,1.208,28.4,288.8,10
2020-06-23,IND,India,1259,1251.62,1.07,66.9,185.5,6
2020-06-24,IND,India,1263,1255.92,1.345,63.7,229.7,6
2020-06-25,IND,India,1369,1274.74,1.141,58.7,94.9,17
2020-06-26,IND,India,1404,1296.17,1.082,27.9,179.2,6
2020-06-27,IND,India,1305,1301.43,1.098,37.0,172.6,6
2020-06-28,IND,India,1276,1305.06,1.045,55.6,166.0,8
2020-06-29,IND,India,1313,1313.38,0.957,60.9,265.2,8
2020-06-30,IND,India,1282,1316.68,1.172,29.1,208.3,6
2020-07-01,IND,India,1285,1319.81,1.031,84.4,104.4,8
2020-07-02,IND,India,1287,1308.08,1.221,46.6,106.0,8
2020-07-03,IND,India,1317,1295.58,1.29,68.3,42.8,8
2020-07-04,IND,India,1292,1293.62,1.232,24.5,270.4,3
2020-07-05,IND,India,1293,1296.07,1.201,53.5,182.0,6
2020-07-06,IND,India,1295,1293.51,1.045,24.1,260.4,6
2020-07-07,IND,India,1297,1295.63,1.287,52.4,451.2,7
2020-07-08,IND,India,1298,1297.58,1.399,58.6,128.1,5
2020-07-09,IND,India,1316,1301.76,1.348,59.8,226.2,7
2020-07-10,IND,India,1301,1299.43,1.077,34.6,315.5,8
2020-07-11,IND,India,1389,1313.29,,13.0,160.9,7
2020-07-12,IND,India,1302,1314.56,1.186,55.8,172.9,8
2020-07-13,IND,India,1305,1315.94,1.177,41.4,242.4,4
2020-07-14,IND,India,1335,1321.32,1.222,41.4,403.4,6
2020-07-15,IND,India,1338,1326.95,1.439,31.0,250.9,8
2020-07-16,IND,India,1342,1330.66,1.235,48.3,132.6,6
2020-07-17,IND,India,1304,1331.07,1.183,49.3,142.2,3
2020-07-18,IND,India,1303,1318.88,1.259,70.5,160.9,9
2020-07-19,IND,India,1310,1319.92,,9.1,54.4,13
2020-07-20,IND,India,1326,1322.96,1.163,22.9,187.3,4
2020-07-21,IND,India,1364,1327.2,1.335,58.6,200.6,8
2020-07-22,IND,India,1300,1321.87,1.258,5.4,203.7,7
2020-07-23,IND,India,1299,1315.71,1.451,34.9,84.0,5
2020-07-24,IND,India,1298,1314.92,1.27,96.9,227.6,9
2020-07-25,IND,India,1409,1330.09,1.121,43.8,121.3,7
2020-07-26,IND,India,1370,1338.7,1.09,63.4,180.9,11
2020-07-27,IND,India,1293,1333.96,1.351,15.8,140.6,9
2020-07-28,IND,India,1355,1332.68,1.149,63.4,292.4,6
2020-07-29,IND,India,1289,1331.03,1.142,41.9,145.2,9
2020-07-30,IND,India,1334,1336.03,1.206,55.2,307.6,2
2020-07-31,IND,India,1284,1334.04,1.359,60.5,210.9,6
2020-08-01,IND,India,1299,1318.28,1.225,39.1,233.6,8
2020-08-02,IND,India,1329,1312.52,1.18,59.1,206.7,4
2020-08-03,IND,India,1276,1310.02,1.387,27.0,131.8,4
2020-08-04,IND,India,1303,1302.55,1.372,50.5,232.5,7
2020-08-05,IND,India,1269,1299.72,1.437,59.8,165.6,4
2020-08-06,IND,India,1281,1292.06,1.408,38.6,225.4,8
2020-08-07,IND,India,1262,1288.89,1.38,30.1,248.3,7
2020-08-08,IND,India,1299,1288.85,1.202,40.3,352.6,4
2020-08-09,IND,India,1254,1278.06,1.345,71.2,237.7,2
2020-08-10,IND,India,1250,1274.38,1.402,68.1,276.5,3
2020-08-11,IND,India,1311,1275.49,,64.6,252.8,7
2020-08-12,IND,India,1241,1271.48,1.302,80.2,182.0,4
2020-08-13,IND,India,1236,1265.14,1.238,50.1,254.3,4
2020-08-14,IND,India,1231,1260.8,1.201,53.5,190.1,2
2020-08-15,IND,India,1244,1252.97,1.389,10.1,167.0,4
2020-08-16,IND,India,1221,1248.31,1.226,31.8,112.8,6
2020-08-17,IND,India,1216,1243.48,1.306,60.2,252.2,9
2020-08-18,IND,India,1272,1237.92,1.209,67.4,154.5,2
2020-08-19,IND,India,1258,1240.3,1.283,24.1,250.3,11
2020-08-20,IND,India,1199,1234.98,,48.1,200.4,5
2020-08-21,IND,India,1193,1229.51,1.329,93.2,177.3,8
2020-08-22,IND,India,1202,1223.55,1.378,48.2,130.9,4
2020-08-23,IND,India,1190,1219.05,1.169,78.9,304.1,5
2020-08-24,IND,India,1174,1213.11,1.296,56.9,168.6,7
2020-08-25,IND,India,1168,1198.24,1.263,61.2,326.9,6
2020-08-26,IND,India,1161,1184.46,1.213,31.8,134.5,6
2020-08-27,IND,India,1193,1183.52,,17.8,320.6,7
2020-08-28,IND,India,1193,1183.49,1.226,64.4,206.7,12
2020-08-29,IND,India,1140,1174.58,1.352,56.1,268.9,5
2020-08-30,IND,India,1133,1166.4,1.359,51.2,96.0,9
2020-08-31,IND,India,1162,1164.62,1.408,23.5,95.6,6
2020-09-01,IND,India,1118,1157.44,1.355,42.9,220.6,6
2020-09-02,IND,India,1110,1150.11,1.34,37.7,118.9,6
2020-09-03,IND,India,1102,1137.15,1.333,39.6,306.3,5
2020-09-04,IND,India,1171,1134.02,1.395,54.6,229.1,7
2020-09-05,IND,India,1165,1137.55,1.118,64.1,148.5,3
2020-09-06,IND,India,1077,1129.63,,55.7,126.4,3
2020-09-07,IND,India,1069,1116.32,1.364,53.9,176.9,1
2020-09-08,IND,India,1182,1125.49,1.513,52.3,154.6,12
2020-09-09,IND,India,1051,1117.13,1.224,46.5,239.6,9
2020-09-10,IND,India,1123,1120.21,1.222,33.4,193.9,4
2020-09-11,IND,India,1082,1107.49,1.111,50.9,293.5,3
2020-09-12,IND,India,1084,1095.91,1.201,64.9,250.6,8
2020-09-13,IND,India,1015,1086.99,1.326,47.7,130.6,5
2020-09-14,IND,India,1005,1077.94,1.27,31.6,166.0,3
2020-09-15,IND,India,996,1051.37,1.27,26.1,130.8,9
2020-09-16,IND,India,1026,1047.75,1.348,30.9,130.9,2
2020-09-17,IND,India,976,1026.72,1.405,27.1,56.4,6
2020-09-18,IND,India,966,1010.16,1.35,107.8,275.3,8
2020-09-19,IND,India,1038,1003.61,,32.4,303.4,4
2020-09-20,IND,India,976,998.0,1.392,49.2,121.0,5
2020-09-21,IND,India,986,995.18,1.169,48.3,112.9,5
2020-09-22,IND,India,925,985.08,1.367,78.3,244.9,4
2020-09-23,IND,India,914,969.14,1.348,58.6,134.4,4
2020-09-24,IND,India,963,967.24,1.356,58.5,301.9,1
2020-09-25,IND,India,899,957.66,1.299,53.5,142.7,3
2020-09-26,IND,India,882,935.38,1.339,55.5,28.9,2
2020-09-27,IND,India,902,924.88,1.401,56.4,189.6,6
2020-09-28,IND,India,860,906.88,1.522,37.5,152.6,3
2020-09-29,IND,India,975,914.04,1.194,31.7,211.8,7
2020-09-30,IND,India,867,907.25,1.421,51.2,172.1,3
2020-10-01,IND,India,825,887.6,1.487,39.3,246.1,6
2020-10-02,IND,India,858,881.69,1.239,53.7,233.9,1
2020-10-03,IND,India,883,881.81,1.349,28.4,226.1,5
2020-10-04,IND,India,790,865.81,1.396,20.5,215.3,5
2020-10-05,IND,India,778,854.17,1.57,24.4,200.0,4
2020-10-06,IND,India,768,824.62,,48.5,88.2,2
2020-10-07,IND,India,754,808.5,1.245,17.7,231.1,4
2020-10-08,IND,India,742,796.54,1.343,89.0,258.6,3
2020-10-09,IND,India,729,778.2,,89.0,227.9,4
2020-10-10,IND,India,761,760.76,1.43,67.7,183.9,2
2020-10-11,IND,India,704,748.5,1.396,42.6,247.2,5
2020-10-12,IND,India,722,740.5,1.282,40.3,218.9,2
2020-10-13,IND,India,679,727.73,1.278,55.9,256.8,2
2020-10-14,IND,India,677,716.78,1.224,61.9,193.0,2
2020-10-15,IND,India,653,704.15,1.177,55.9,85.8,3
2020-10-16,IND,India,650,692.82,1.224,23.8,185.7,4
2020-10-17,IND,India,649,676.84,1.497,46.2,124.1,3
2020-10-18,IND,India,614,663.94,1.453,60.7,162.9,2
2020-10-19,IND,India,601,646.61,1.438,2.8,206.9,1
2020-10-20,IND,India,604,635.94,1.361,27.9,279.2,3
2020-10-21,IND,India,594,623.98,1.38,60.5,253.3,5
2020-10-22,IND,India,561,610.74,1.358,43.8,216.7,5
2020-10-23,IND,India,547,596.03,1.227,43.8,299.8,3
2020-10-24,IND,India,533,579.54,1.451,72.2,203.8,3
2020-10-25,IND,India,520,566.07,1.473,48.9,216.2,5
2020-10-26,IND,India,541,557.58,1.273,40.5,169.7,3
2020-10-27,IND,India,492,541.56,1.274,43.8,114.4,2
2020-10-28,IND,India,493,527.14,,44.5,244.6,2
2020-10-29,IND,India,464,513.39,1.424,33.3,74.6,4
2020-10-30,IND,India,551,513.98,1.464,45.5,125.5,3
2020-10-31,IND,India,436,500.09,1.533,27.2,214.2,1
2020-11-01,IND,India,422,486.14,1.286,43.3,132.1,3
2020-11-02,IND,India,468,475.64,1.384,39.7,201.4,1
2020-11-03,IND,India,394,461.57,1.293,54.6,211.8,3
2020-11-04,IND,India,384,446.03,1.301,80.3,155.2,2
2020-11-05,IND,India,396,436.33,1.351,55.2,204.4,1
2020-11-06,IND,India,351,407.68,1.538,52.1,203.3,4
2020-11-07,IND,India,336,393.39,1.505,54.7,108.8,1
2020-11-08,IND,India,331,380.41,,32.7,243.7,0
2020-11-09,IND,India,330,360.7,1.18,64.0,37.5,2
2020-11-10,IND,India,293,346.27,,58.1,350.3,0
2020-11-11,IND,India,370,344.28,1.433,49.1,242.7,1
2020-11-12,IND,India,287,328.72,1.304,57.1,281.7,1
2020-11-13,IND,India,287,319.71,1.48,56.6,252.9,0
2020-11-14,IND,India,270,310.24,1.302,56.6,196.6,4
2020-11-15,IND,India,219,294.25,1.481,69.9,138.2,2
2020-11-16,IND,India,204,276.34,1.422,34.8,198.0,1
2020-11-17,IND,India,190,261.64,1.252,76.2,266.9,0
2020-11-18,IND,India,175,233.75,1.362,17.9,134.2,1
2020-11-19,IND,India,170,217.04,1.413,63.2,212.6,1
2020-11-20,IND,India,145,196.7,1.429,53.4,55.2,0
2020-11-21,IND,India,137,177.67,1.503,30.7,135.3,0
2020-11-22,IND,India,115,162.84,1.515,70.6,131.3,0
2020-11-23,IND,India,100,147.98,1.376,13.7,334.4,1
2020-11-24,IND,India,107,136.12,1.456,82.5,93.0,1
2020-11-25,IND,India,71,121.22,1.561,95.1,231.9,1
2020-11-26,IND,India,56,104.83,1.298,46.7,327.6,1
2020-11-27,IND,India,41,89.9,1.339,29.4,280.4,0
2020-11-28,IND,India,26,74.05,1.234,38.4,321.7,0
2020-11-29,IND,India,11,59.11,1.337,69.5,333.6,0
2020-11-30,IND,India,31,49.12,,43.6,204.5,0
2020-12-01,IND,India,18,36.49,1.188,0.0,238.0,0
2020-12-02,IND,India,33,31.15,1.444,57.7,215.6,0
2020-12-03,IND,India,52,30.6,1.353,67.9,238.5,0
2020-12-04,IND,India,63,33.81,1.394,60.3,233.7,0
2020-12-05,IND,India,78,41.28,1.283,63.5,337.4,2
2020-12-06,IND,India,93,53.03,1.389,82.1,223.3,0
2020-12-07,IND,India,196,76.69,1.567,45.8,123.7,0
2020-12-08,IND,India,123,91.63,1.359,84.4,247.7,6
2020-12-09,IND,India,177,112.19,1.178,46.9,258.5,2
2020-12-10,IND,India,153,126.59,,72.5,134.2,0
2020-12-11,IND,India,167,141.49,1.453,47.2,131.0,0
2020-12-12,IND,India,182,156.38,1.408,90.8,276.1,2
2020-12-13,IND,India,240,177.44,1.455,63.0,157.4,1
2020-12-14,IND,India,251,185.23,1.406,48.1,166.9,3
2020-12-15,IND,India,227,200.06,1.562,26.0,163.1,1
2020-12-16,IND,India,258,211.68,1.473,54.1,219.6,1
2020-12-17,IND,India,256,226.46,1.351,33.6,288.3,4
2020-12-18,IND,India,271,241.21,,58.8,253.5,1
2020-12-19,IND,India,285,255.93,1.578,63.2,163.0,2
2020-12-20,IND,India,346,271.08,1.487,70.8,307.0,2
2020-12-21,IND,India,338,283.49,1.436,60.8,269.6,0
2020-12-22,IND,India,329,298.11,1.31,51.6,279.4,3
2020-12-23,IND,India,343,310.23,1.463,76.5,276.8,1
2020-12-24,IND,India,358,324.77,,78.8,158.8,0
2020-12-25,IND,India,372,339.27,1.391,28.9,126.4,1
2020-12-26,IND,India,386,353.72,1.463,85.2,172.9,2
2020-12-27,IND,India,401,361.48,1.401,74.6,279.2,1
2020-12-28,IND,India,484,382.39,1.447,32.9,105.6,1
2020-12-29,IND,India,429,396.7,1.495,12.4,94.8,0
2020-12-30,IND,India,458,413.11,1.258,74.1,54.9,4
2020-12-31,IND,India,578,444.62,1.288,54.1,99.5,4
2021-01-01,IND,India,471,458.78,1.299,40.9,136.9,1
2021-01-02,IND,India,495,474.25,1.583,56.3,210.0,1
2021-01-03,IND,India,511,490.04,1.452,73.7,107.9,2
2021-01-04,IND,India,513,494.17,1.46,9.4,253.0,2
2021-01-05,IND,India,529,508.38,1.5,52.5,203.6,3
2021-01-06,IND,India,540,520.09,1.282,51.1,36.6,0
2021-01-07,IND,India,572,519.14,1.182,79.9,198.5,4
2021-01-08,IND,India,567,532.86,1.379,66.6,211.3,2
2021-01-09,IND,India,671,557.97,1.474,66.4,353.3,3
2021-01-10,IND,India,680,582.04,1.364,41.1,219.4,3
2021-01-11,IND,India,607,595.55,1.245,63.4,58.5,1
2021-01-12,IND,India,673,616.2,1.291,40.3,218.4,1
2021-01-13,IND,India,634,629.56,1.263,47.8,214.0,3
2021-01-14,IND,India,647,640.34,1.319,61.5,248.4,4
2021-01-15,IND,India,660,653.54,1.263,51.7,411.0,1
2021-01-16,IND,India,714,659.67,1.393,56.3,157.1,2
2021-01-17,IND,India,685,660.47,1.322,76.3,147.8,4
2021-01-18,IND,India,737,679.02,1.44,42.7,237.5,5
2021-01-19,IND,India,711,684.37,1.278,29.2,346.0,3
2021-01-20,IND,India,723,697.14,1.4,31.9,253.7,7
2021-01-21,IND,India,735,709.75,1.369,27.5,172.6,6
2021-01-22,IND,India,751,722.77,1.412,82.1,278.8,2
2021-01-23,IND,India,760,729.41,1.425,63.1,343.5,3
2021-01-24,IND,India,775,742.25,1.434,71.4,138.5,6
2021-01-25,IND,India,881,762.8,1.452,67.8,119.9,8
2021-01-26,IND,India,796,775.0,1.422,46.0,204.5,2
2021-01-27,IND,India,808,787.11,1.397,82.6,224.1,5
2021-01-28,IND,India,819,799.11,1.299,36.2,310.7,4
2021-01-29,IND,India,831,810.58,1.45,90.2,162.5,5
2021-01-30,IND,India,843,822.38,1.294,52.5,232.2,4
2021-01-31,IND,India,927,844.13,1.333,85.8,324.6,3
2021-02-01,IND,India,952,854.26,1.275,29.0,217.9,9
2021-02-02,IND,India,876,865.73,1.271,41.4,168.4,6
2021-02-03,IND,India,907,879.96,1.327,17.9,245.6,5
2021-02-04,IND,India,898,891.2,1.334,70.8,173.6,4
2021-02-05,IND,India,909,902.34,1.275,55.1,227.0,3
2021-02-06,IND,India,920,913.36,,90.3,185.1,4
2021-02-07,IND,India,1037,928.98,1.369,40.3,188.5,2
2021-02-08,IND,India,996,935.2,,76.7,167.8,5
2021-02-09,IND,India,951,945.87,1.58,51.6,154.1,2
2021-02-10,IND,India,975,955.58,1.382,48.1,279.5,7
2021-02-11,IND,India,971,966.0,1.36,44.2,215.2,5
2021-02-12,IND,India,1028,983.05,1.279,33.1,301.9,7
2021-02-13,IND,India,991,993.22,1.359,57.5,20.0,7
2021-02-14,IND,India,1001,988.04,1.368,54.2,158.4,5
2021-02-15,IND,India,1010,990.11,1.342,18.5,140.7,5
2021-02-16,IND,India,1050,1004.21,1.482,0.0,179.7,4
2021-02-17,IND,India,1139,1027.61,,43.7,117.4,7
2021-02-18,IND,India,1038,1037.13,,73.2,71.4,6
2021-02-19,IND,India,1047,1039.77,,54.4,253.8,8
2021-02-20,IND,India,1056,1049.03,1.245,23.9,152.5,6
2021-02-21,IND,India,1077,1060.01,1.178,14.5,244.5,9
2021-02-22,IND,India,1073,1068.99,1.279,73.1,105.7,10
2021-02-23,IND,India,1081,1073.52,1.434,16.9,69.1,3
2021-02-24,IND,India,1094,1067.04,1.241,65.2,219.3,7
2021-02-25,IND,India,1098,1075.61,1.291,61.4,250.6,4
2021-02-26,IND,India,1106,1084.03,1.367,82.7,150.8,10
2021-02-27,IND,India,1114,1092.32,1.265,37.4,118.6,8
2021-02-28,IND,India,1121,1098.6,1.277,68.8,299.9,4
2021-03-01,IND,India,1129,1106.59,1.254,78.0,195.4,9
2021-03-02,IND,India,1168,1118.92,1.261,23.3,120.1,11
2021-03-03,IND,India,1144,1126.03,1.2,52.7,80.2,6
2021-03-04,IND,India,1151,1133.59,1.289,49.2,144.9,10
2021-03-05,IND,India,1158,1141.0,1.419,28.7,168.5,4
2021-03-06,IND,India,1216,1155.56,1.469,55.3,261.0,4
2021-03-07,IND,India,1171,1162.66,1.434,26.6,198.7,5
2021-03-08,IND,India,1178,1169.62,1.321,57.6,189.2,6
2021-03-09,IND,India,1223,1177.5,1.471,93.5,126.8,6
2021-03-10,IND,India,1229,1189.73,1.534,45.9,310.5,6
2021-03-11,IND,India,1196,1196.23,1.32,48.1,278.1,4
2021-03-12,IND,India,1228,1206.33,1.201,78.3,271.7,8
2021-03-13,IND,India,1208,1205.21,1.429,75.2,195.1,6
2021-03-14,IND,India,1225,1212.9,1.175,37.6,232.1,6
2021-03-15,IND,India,1219,1218.77,1.205,63.8,0.0,5
2021-03-16,IND,India,1224,1218.92,1.084,0.0,216.2,8
2021-03-17,IND,India,1231,1219.14,1.363,29.9,353.8,5
2021-03-18,IND,India,1234,1224.53,1.056,71.4,153.6,5
2021-03-19,IND,India,1340,1240.42,1.385,39.8,121.2,8
2021-03-20,IND,India,1243,1245.49,1.465,46.0,188.6,5
2021-03-21,IND,India,1248,1248.74,1.455,31.5,131.1,6
2021-03-22,IND,India,1252,1253.48,1.153,28.3,126.1,9
2021-03-23,IND,India,1256,1258.07,1.091,0.1,221.2,2
2021-03-24,IND,India,1266,1263.03,,42.7,266.0,7
2021-03-25,IND,India,1279,1269.5,1.361,59.3,221.9,5
2021-03-26,IND,India,1313,1265.68,1.392,54.9,108.3,6
2021-03-27,IND,India,1271,1269.61,1.336,33.4,146.5,8
2021-03-28,IND,India,1322,1280.2,1.32,21.4,225.7,4
2021-03-29,IND,India,1277,1283.79,1.501,42.5,252.6,1
2021-03-30,IND,India,1300,1290.09,1.215,23.4,183.4,8
2021-03-31,IND,India,1369,1304.84,1.183,34.6,128.5,8
2021-04-01,IND,India,1285,1305.72,1.139,52.6,262.0,3
2021-04-02,IND,India,1288,1302.13,1.299,32.6,345.0,6
2021-04-03,IND,India,1290,1304.88,1.236,75.7,289.9,10
2021-04-04,IND,India,1292,1300.63,1.334,29.1,358.8,7
2021-04-05,IND,India,1357,1312.08,1.204,37.9,150.3,7
2021-04-06,IND,India,1296,1311.46,1.31,67.0,282.5,6
2021-04-07,IND,India,1297,1301.24,1.206,63.8,303.1,6
2021-04-08,IND,India,1347,1310.11,1.226,60.3,161.0,7
2021-04-09,IND,India,1331,1316.31,1.233,37.2,133.9,6
2021-04-10,IND,India,1301,1317.87,1.068,61.7,123.1,5
2021-04-11,IND,India,1302,1319.26,,65.8,192.7,6
2021-04-12,IND,India,1348,1317.99,1.289,58.8,79.5,4
2021-04-13,IND,India,1382,1330.34,1.132,49.4,335.2,9
2021-04-14,IND,India,1388,1343.37,1.419,61.5,97.3,7
2021-04-15,IND,India,1373,1346.96,1.226,48.5,233.7,3
2021-04-16,IND,India,1304,1343.04,1.161,58.1,19.0,9
2021-04-17,IND,India,1394,1356.4,1.155,51.5,363.6,8
2021-04-18,IND,India,1303,1356.59,1.355,19.8,300.0,7
2021-04-19,IND,India,1303,1350.07,1.133,38.3,72.5,8
2021-04-20,IND,India,1308,1339.42,1.243,91.6,224.4,7
2021-04-21,IND,India,1375,1337.49,1.299,11.3,180.7,9
2021-04-22,IND,India,1333,1331.89,1.264,81.0,212.4,6
2021-04-23,IND,India,1299,1331.22,1.15,62.5,250.8,9
2021-04-24,IND,India,1312,1319.47,1.287,50.7,136.0,7
2021-04-25,IND,India,1323,1322.27,1.216,16.4,195.7,3
2021-04-26,IND,India,1302,1322.14,1.026,50.0,55.2,9
2021-04-27,IND,India,1293,1319.99,1.318,35.1,206.7,6
2021-04-28,IND,India,1291,1307.92,1.132,73.8,35.3,5
2021-04-29,IND,India,1294,1302.29,,36.7,304.5,3
2021-04-30,IND,India,1286,1300.43,1.219,44.5,82.8,7
2021-05-01,IND,India,1284,1296.34,1.132,54.9,223.5,6
2021-05-02,IND,India,1333,1297.81,,37.1,266.3,4
2021-05-03,IND,India,1278,1294.38,1.07,69.2,349.1,4
2021-05-04,IND,India,1275,1291.84,1.12,44.1,341.9,5
2021-05-05,IND,India,1281,1290.49,1.297,12.4,311.5,6
2021-05-06,IND,India,1399,1305.56,1.174,53.0,198.7,9
2021-05-07,IND,India,1265,1302.51,1.063,66.1,289.3,6
2021-05-08,IND,India,1315,1307.07,1.174,78.8,222.1,5
2021-05-09,IND,India,1257,1296.22,1.204,61.1,228.9,7
2021-05-10,IND,India,1253,1292.67,1.002,73.1,150.4,6
2021-05-11,IND,India,1249,1288.95,1.324,59.8,339.3,6
2021-05-12,IND,India,1338,1297.14,1.334,30.8,135.8,5
2021-05-13,IND,India,1251,1275.93,,34.4,114.4,4
2021-05-14,IND,India,1268,1276.42,1.13,4.0,232.6,9
2021-05-15,IND,India,1230,1264.24,,45.7,56.6,4
2021-05-16,IND,India,1225,1259.7,1.234,63.1,209.4,6
2021-05-17,IND,India,1241,1257.94,1.187,18.4,330.8,5
2021-05-18,IND,India,1215,1253.07,1.163,75.9,233.2,2
2021-05-19,IND,India,1231,1237.8,1.274,47.9,202.5,5
2021-05-20,IND,India,1309,1246.04,1.246,32.1,132.8,8
2021-05-21,IND,India,1223,1239.59,1.034,18.3,79.8,1
2021-05-22,IND,India,1192,1234.08,1.216,83.2,269.1,5
2021-05-23,IND,India,1185,1228.41,1.239,73.6,202.2,6
2021-05-24,IND,India,1179,1219.63,1.149,41.9,250.0,11
2021-05-25,IND,India,1173,1213.64,1.178,68.6,24.6,3
2021-05-26,IND,India,1166,1204.31,1.085,45.8,258.6,9
2021-05-27,IND,India,1165,1183.84,0.992,37.9,358.9,3
2021-05-28,IND,India,1179,1177.55,1.298,36.9,307.3,3
2021-05-29,IND,India,1167,1174.05,,45.4,223.7,7
2021-05-30,IND,India,1145,1168.23,1.272,42.0,116.4,2
2021-05-31,IND,India,1141,1162.75,1.094,51.2,209.7,3
2021-06-01,IND,India,1250,1173.79,1.223,82.2,212.3,8
2021-06-02,IND,India,1116,1166.57,1.097,95.6,160.4,2
2021-06-03,IND,India,1108,1158.35,1.186,25.9,166.5,6
2021-06-04,IND,India,1100,1147.06,1.134,59.2,367.9,8
2021-06-05,IND,India,1092,1136.29,1.019,54.2,122.7,7
2021-06-06,IND,India,1083,1127.53,1.096,60.6,165.7,3
2021-06-07,IND,India,1075,1118.13,1.065,41.0,244.9,8
2021-06-08,IND,India,1067,1091.92,1.141,60.9,374.5,9
2021-06-09,IND,India,1058,1083.67,1.088,22.4,175.9,3
2021-06-10,IND,India,1055,1076.15,1.099,117.6,56.1,3
2021-06-11,IND,India,1076,1072.69,0.965,55.8,29.1,6
2021-06-12,IND,India,1031,1064.02,0.936,64.6,401.6,6
2021-06-13,IND,India,1022,1055.21,1.068,27.6,47.3,8
2021-06-14,IND,India,1018,1047.05,1.076,36.1,206.1,6
2021-06-15,IND,India,1026,1041.32,0.95,20.6,79.0,5
2021-06-16,IND,India,1027,1036.91,1.109,79.1,136.9,6
2021-06-17,IND,India,984,1026.68,1.11,27.8,148.1,4
2021-06-18,IND,India,974,1012.11,1.061,46.2,43.6,3
2021-06-19,IND,India,964,1002.49,1.044,47.1,297.5,5
2021-06-20,IND,India,953,992.73,0.913,59.5,234.5,6
2021-06-21,IND,India,943,982.06,0.908,24.2,165.8,6
2021-06-22,IND,India,933,968.69,1.072,67.2,154.0,6
2021-06-23,IND,India,922,953.74,0.947,74.9,287.1,2
2021-06-24,IND,India,917,944.3,0.951,36.8,207.2,6
2021-06-25,IND,India,901,933.91,1.051,49.3,366.9,3
2021-06-26,IND,India,890,923.4,1.224,62.5,164.2,6
2021-06-27,IND,India,879,912.76,0.977,55.1,234.0,2
2021-06-28,IND,India,868,902.01,1.219,30.0,101.5,8
2021-06-29,IND,India,884,895.0,1.003,64.0,165.3,7
2021-06-30,IND,India,845,884.01,1.064,80.3,283.0,1
2021-07-01,IND,India,834,872.09,1.1,80.2,294.3,6
2021-07-02,IND,India,850,864.87,1.104,61.5,347.3,4
2021-07-03,IND,India,811,853.54,1.032,65.3,235.6,4
2021-07-04,IND,India,822,845.33,0.971,42.2,298.9,1
2021-07-05,IND,India,808,836.77,1.074,31.7,249.9,2
2021-07-06,IND,India,775,821.24,,48.6,167.0,5
2021-07-07,IND,India,810,816.12,0.941,95.3,78.9,3
2021-07-08,IND,India,751,804.25,1.122,39.4,181.5,3
2021-07-09,IND,India,739,788.27,1.024,58.7,108.4,5
2021-07-10,IND,India,726,776.19,,57.6,284.4,3
2021-07-11,IND,India,714,760.77,0.885,42.5,288.9,2
2021-07-12,IND,India,762,754.26,1.164,79.7,118.8,6
2021-07-13,IND,India,704,744.04,0.916,81.8,289.0,7
2021-07-14,IND,India,676,724.92,1.037,103.3,105.6,2
2021-07-15,IND,India,663,712.35,0.996,34.0,315.6,3
2021-07-16,IND,India,758,715.08,1.027,58.1,187.1,8
2021-07-17,IND,India,637,702.33,,51.8,236.7,4
2021-07-18,IND,India,624,689.49,1.048,36.3,315.9,2
